"X","Title","Series.or.Movie","Genre.shelf.1","Genre.shelf.2","Genre.shelf.3","Genre.shelf.4","Genre.shelf.5","Genre.shelf.6","Genre.shelf.7","Genre.shelf.8","Genre.shelf.9","Genre.shelf.10","Genre.shelf.12","Genre.shelf.13","Tags.shelf.1","Tags.shelf.2","Tags.shelf.3","Tags.shelf.4","Tags.shelf.5","Tags.shelf.6","Tags.shelf.7","Tags.shelf.8","Tags.shelf.9","Tags.shelf.10","Tags.shelf.12","Tags.shelf.13","Tags.shelf.14","Tags.shelf.15","Tags.shelf.16","Tags.shelf.17","Tags.shelf.18","Tags.shelf.19","Tags.shelf.20","Tags.shelf.21","Tags.shelf.22","Tags.shelf.23","Tags.shelf.24","Tags.shelf.25","Tags.shelf.26","Tags.shelf.27","Tags.shelf.28","Tags.shelf.29","Tags.shelf.30","Tags.shelf.31","Tags.shelf.32","Tags.shelf.33","IMDb.Score"
6555,"Balto","Movie","Animation","Adventure","Drama","Family","History",NA,NA,NA,NA,NA,NA,NA,"Movies for ages 8 to 10","Family Feature Animation","Children & Family Movies","Animal Tales","Family Adventures","Movies for ages 5 to 7","Family Features","Dramas","Family Dramas","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1
6563,"The Mask of Zorro","Movie","Action","Adventure","Comedy","Romance","Thriller","Western",NA,NA,NA,NA,NA,NA,"Romantic Movies","Action & Adventure","Adventures","Movies Based on Books","Period Pieces","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
6564,"Friend","Movie","Action","Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"International Movies","Crime Dramas","International Dramas","Dramas","Asian Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3
6566,"Nowhere in Africa","Movie","Biography","Drama","History",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oscar-winning Movies","Dramas","Award-winning Dramas","German Dramas","Award-winning Movies","Dramas based on Books","Films Based on Books","German Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
6571,"Last Action Hero","Movie","Action","Adventure","Comedy","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,"US Movies","Crime Action & Adventure","International Comedies","Sci-Fi & Fantasy","International Movies","Adventures","Action Comedies","Action & Adventure","International Action & Adventure","Comedies","Sci-Fi Adventure","International Sci-Fi & Fantasy","Crime Comedies","Crime Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
6574,"Parental Guidance","Movie","Comedy","Family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Movies for ages 11 to 12","Movies for ages 8 to 10","Comedies","Children & Family Movies","Family Comedies","Family Features","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
6580,"Stir of Echoes","Movie","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mysteries","Crime Thrillers","Supernatural Thrillers","Thrillers","Psychological Thrillers","Movies Based on Books",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
6586,"The Twelve Kingdoms","Series","Animation","Adventure","Drama","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,"Anime","Japanese TV Shows","Anime Action","Anime Series",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1
6588,"A Bridge Too Far","Movie","Drama","History","War",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas based on contemporary literature","Dramas based on Books","Military Action & Adventure","Military Dramas","Dramas","Dramas based on real life","Action & Adventure","20th Century Period Pieces","Movies Based on Real Life","Movies Based on Books","Classic Movies","Classic Action & Adventure","Classic War Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
6590,"Kuch Kuch Hota Hai","Movie","Comedy","Drama","Musical","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Romantic Foreign Movies","Foreign Comedies","International Movies","Romantic Comedies","Romantic Movies","Romantic Dramas","Bollywood Movies","Comedies","Indian Films","International Dramas","Musicals","Romantic Favourites","Hindi-language Films","Music & Musicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6
6592,"The Scorpion King","Movie","Action","Adventure","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fantasy Movies","Sci-Fi & Fantasy","Action & Adventure","Action Thrillers","Adventures","Action Sci-Fi & Fantasy","Blockbuster Action & Adventure","Action Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5
6596,"The Time Machine","Movie","Action","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sci-Fi & Fantasy","Adventures","Action","Action & Adventure","Action Sci-Fi & Fantasy","Sci-Fi Adventure","Movies Based on Books","Futuristic Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
6602,"Tokyo Story","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japanese Dramas","Dramas","Japanese Movies","Classic Movies","Classic Japanese Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
6607,"12 Monkeys","Series","Adventure","Drama","Mystery","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,"TV Sci-Fi & Fantasy","TV Dramas","TV Shows","TV Mysteries","US TV Shows","TV Thrillers","Cyberpunk","Sci-Fi TV","Futuristic Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
6621,"Virus","Movie","Adventure","Drama","Horror","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Japanese Sci-Fi & Fantasy","Sci-Fi & Fantasy","Japanese Movies","Sci-Fi Thrillers","Action Thrillers","Japanese Action & Adventure","Action Sci-Fi & Fantasy","Thriller Movies","Movies Based on Books",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2
6634,"Pulse","Movie","Horror","Mystery","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Horror Movies","Supernatural Horror Movies","Japanese Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
6644,"The Dreamers","Movie","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"International Dramas","International Movies","European Movies","Romantic Movies","Romantic Dramas","Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
6657,"The Interpreter","Movie","Crime","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thrillers","Spy Thrillers","Political Thrillers","Mysteries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
6658,"Halloween","Movie","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","Slasher and Serial Killer Films","Classic Movies","Teen Screams","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
6661,"Point Break","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action Thrillers","Action & Adventure","Crime Action & Adventure","Sports Movies","Police Action & Adventure","Police Movies","Crime Movies","Crime Action","Action Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3
6664,"8 Women","Movie","Comedy","Crime","Musical","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","International Movies","French Films","Musicals","Music & Musicals","French Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1
6666,"A Nightmare on Elm Street","Movie","Crime","Drama","Horror","Mystery",NA,NA,NA,NA,NA,NA,NA,NA,"Slasher and Serial Killer Films","Horror Films","Supernatural Horror Films","Teen Screams","Gory Horror Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2
6669,"Soldier","Movie","Action","Drama","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sci-Fi & Fantasy","Action Sci-Fi & Fantasy","Military Action & Adventure","Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
6673,"Land of the Lost","Movie","Action","Adventure","Comedy","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,"Action Comedies","Sci-Fi & Fantasy","Action Sci-Fi & Fantasy","Sci-Fi Adventure","Fantasy","Comedies","Adventures","Action & Adventure","Alien Sci-Fi","Sci-Fi","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3
6674,"My Life","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Tearjerkers","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9
6677,"Fear","Movie","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thrillers","Romantic Films","Psychological Thrillers","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
6678,"Freddy vs. Jason","Movie","Action","Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","Creature Features","Slasher and Serial Killer Films","Monster Films","Supernatural Horror Films","Gory Horror Movies","US Movies","Cult Horror Films","Cult Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7
6680,"The Texas Chainsaw Massacre","Movie","Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","Slasher and Serial Killer Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
6692,"Ichi the Killer","Movie","Action","Comedy","Crime","Drama","Horror","Thriller",NA,NA,NA,NA,NA,NA,"Horror Films","Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
6697,"The Gunman","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action Thrillers","Action & Adventure","Crime Action & Adventure","Films Based on Books","Crime Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8
6704,"Aloha","Movie","Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Dramas","Romantic Dramas","Romantic Films","Romantic Comedies","Romantic Favourites","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4
6720,"Hero","Movie","Comedy","Drama","Musical","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"Crime Films","International Action & Adventure","Gangster Films","Asian Action Films","International Movies","Martial Arts Films","Action & Adventure","Crime Action & Adventure","Chinese Films","Hong Kong Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
6722,"Hum Aapke Hain Koun","Movie","Comedy","Drama","Musical","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Dramas","Dramas","Dramas based on a book","Bollywood Films","International Dramas","International Movies","Musicals","Romantic Films","Classic Films","Romantic Favourites","Indian Films","Hindi-language Films","Music & Musicals","Films Based on Books","Classic Romantic Movies","Classic Musicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
6731,"Teenage Mutant Ninja Turtles","Series","Action","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Cartoons","TV Comedies","TV Programmes","TV Animated Comedies","Kids TV","TV Shows Based on Comics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9
6732,"Hamburger Hill","Movie","Action","Drama","Thriller","War",NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","20th Century Period Pieces","Military Dramas","Military Action & Adventure","Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
6735,"Boogie Nights","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent Dramas","Dramas","20th Century Period Pieces","Independent Films","Showbiz Dramas","Comedies","Dark Comedies","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9
6738,"Practical Magic","Movie","Comedy","Drama","Fantasy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Romantic Films","Romantic Comedies","Romantic Dramas","Sci-Fi & Fantasy","Crime Comedies","Dramas","Crime Films","Crime Dramas","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
6740,"Deep Blue Sea","Movie","Action","Adventure","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","Action Thrillers","Action & Adventure","Deep Sea Horror Films","Sci-Fi Thrillers","Action Sci-Fi & Fantasy","Sci-Fi & Fantasy","Creature Features","Action","US Movies","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
6743,"Scream","Series","Crime","Drama","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,"TV Thrillers","TV Programmes","US TV Programmes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
6745,"Ringu","Movie","Horror","Mystery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japanese Films","Horror Films","Supernatural Horror Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
6746,"Modern Times","Movie","Comedy","Drama","Family","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"US Movies","International Comedies","Comedies","International Movies","Classic Films","Classic Comedies","Silent Films","Classic International Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5
6747,"Limelight","Movie","Drama","Music","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US Movies","Dramas","Award-winning Movies","International Dramas","International Comedies","Comedies","International Movies","Classic Movies","Classic International Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1
6748,"Cure","Movie","Crime","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Japanese Films","Thrillers","Japanese Thrillers","Crime Thrillers","Psychological Thrillers","Psychological Horror Movies","Horror Movies","Movies Based on Books","Mysteries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
6750,"Rashomon","Movie","Crime","Drama","Mystery",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japanese Films","Dramas","Dramas based on a book","Award-winning Movies","Japanese Dramas","Crime Dramas","Movies Based on Books","Period Pieces","Classic Movies","Classic Japanese Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
6755,"The Great Dictator","Movie","Comedy","Drama","War",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US Movies","International Comedies","Comedies","International Movies","Spoofs & Satires","Political Comedies","Dark Comedies","Classic Films","Classic Comedies","Classic International Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4
6758,"Masquerade","Movie","Drama","History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","International Dramas","Asian Movies","International Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
6759,"Ringu 2","Movie","Horror","Mystery","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japanese Films","Horror Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
6767,"Pitch Black","Movie","Action","Horror","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","Action Thrillers","Action & Adventure","Sci-Fi & Fantasy","Sci-Fi","Action Sci-Fi & Fantasy","Alien Sci-Fi","Cult Sci-Fi & Fantasy","Cult Films","Cult Horror Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1
6768,"Jaws","Movie","Adventure","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAFTA Award-Winning Films","Horror Films","Golden Globe Award-winning Films","Thrillers","Award-winning Movies","Classic Films","Adventures","Classic Action & Adventure","Classic Dramas","Action & Adventure","Classic Thrillers","Dramas","Films Based on Books","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
6769,"Half Baked","Movie","Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Late Night Comedies","Cult Films","Cult Comedies","Laugh-Out-Loud Comedies","Raunchy Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
6770,"Jaws 2","Movie","Adventure","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","Thrillers","Creature Features","Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8
6771,"Turbulence","Movie","Action","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action Thrillers","Action & Adventure","Crime Action & Adventure","US Movies","Crime Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9
6774,"The Gambler","Movie","Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Thrillers","Gangster Films","Crime Thrillers","Crime Dramas","Crime Movies","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
6777,"The Unborn","Movie","Drama","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","Thrillers","Supernatural Horror Films","Supernatural Thrillers","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8
6792,"Runaway Bride","Movie","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Romantic Films","Romantic Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6
6794,"Life","Movie","Comedy","Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Crime Comedies","Dramas","Crime Films","Crime Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
6809,"The Thing","Movie","Horror","Mystery","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","Sci-Fi & Fantasy","Creature Features","International Movies","Monster Films","International Sci-Fi & Fantasy","Alien Sci-Fi","Films Based on Books","Gory Horror Films","Chilling Horror Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2
6811,"Unforgiven","Movie","Drama","Western",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"International Action & Adventure","Award-winning Movies","Academy Award-Winning Films","International Movies","Action & Adventure","Crime Action & Adventure","Dramas","Crime Films","Crime Dramas","Westerns","Classic Films","Classic Action & Adventure","Blockbuster Action & Adventure","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
6821,"Lethal Weapon","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"International Action & Adventure","International Movies","Action Thrillers","Action & Adventure","Crime Action & Adventure","Crime Films","Classic Films","Classic Action & Adventure","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6
6839,"The Place Promised in Our Early Days","Movie","Animation","Drama","Romance","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,"Anime","Anime Dramas","Sci-Fi & Fantasy","Action Sci-Fi & Fantasy","Japanese Action & Adventure","Action & Adventure","Japanese Sci-Fi & Fantasy","Anime Action Films","Anime Features","Romantic Movies","Sci-Fi & Fantasy Anime","Romance Anime","School Anime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
6840,"Final Destination","Movie","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","International Movies","Supernatural Horror Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
6853,"A Beautiful Mind","Movie","Biography","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Award-winning Movies","International Dramas","Academy Award-Winning Films","Biographical Dramas","International Movies","Dramas based on real life","Movies Based on Real Life","Movies Based on Books","US Movies","Tearjerkers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
6855,"Indiana Jones and the Temple of Doom","Movie","Action","Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"International Action & Adventure","Award-winning Movies","International Movies","Action & Adventure","Adventures","Children & Family Films","Family Adventures","US Movies","Action","Family Features",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6
6857,"Cast Away","Movie","Adventure","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","International Action & Adventure","Award-winning Movies","International Dramas","International Movies","Action & Adventure","Adventures","Tearjerkers","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
6861,"Indiana Jones and the Last Crusade","Movie","Action","Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"International Action & Adventure","Award-winning Movies","International Movies","Action & Adventure","Adventures","Children & Family Movies","Family Adventures","Classic Films","Classic Action & Adventure","US Movies","Family Features",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
6864,"Samurai 7","Series","Animation","Action","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,"Anime","Anime Series","Anime Dramas","Anime Sci-Fi Films","Japanese TV Films","Anime Action Films","Sci-Fi & Fantasy Anime","Futuristic Sci-Fi","Historical Anime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
6866,"Dark Shadows","Movie","Comedy","Fantasy","Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA,"International Comedies","Comedies","International Movies","Dark Comedies","Sci-Fi & Fantasy","Horror Movies","Fantasy Movies","Vampire Horror Movies","Horror Comedies","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2
6873,"2001: A Space Odyssey","Movie","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Dramas based on a book","International Action & Adventure","Award-winning Movies","International Dramas","Sci-Fi & Fantasy","Sci-Fi Adventure","International Movies","Action & Adventure","Adventures","Alien Sci-Fi","Sci-Fi Dramas","Films Based on Books","British Films","Classic Dramas","Classic Films","Cyberpunk","Futuristic Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3
